userid,school,other_school,majors,minors,age_bin,classification,first_generation,datascience_experience,technology_experience,num_hackathons_attended,workshop_suggestions,relavent_industries
00fa667586baa5ab6e730e1f4eeb6314,Texas A&M University,,['Computer Science & Engineering'],['Mathematics'],"(18, 20]",Jr,FALSE,2,"['Excel', 'Python', 'R', 'NumPy', 'cloud']",0,,['finance']
06be7f954cf7ea7b3cb7f3dd37a95d84,Texas A&M University,,['Computer Science & Engineering'],[],"(18, 20]",Fr,FALSE,2,[],0,,[]
dbcf1b266334d0e7534c05907cb3c1a0,Texas A&M University,,['Computer Science & Engineering'],[],"(18, 20]",So,FALSE,1,"['Excel', 'Python']",1-3,,[]
7c8b804a78d3ccababbe3cac3ac64a64,Washington University in St. Louis,,"['Applied Mathematics', 'Computer Science & Engineering']",[],"(18, 20]",Jr,FALSE,0,"['Python', 'R', 'SQL']",1-3,,['technology']
3789cf8b1ee527824996fb7c006c4616,New York University,,['Applied Mathematics'],[],"(18, 20]",Jr,TRUE,2,[],0,,[]
9d443c8b4423ba7eff90f8c64d8cc028,"University of California, Santa Cruz",,['Computer Science & Engineering'],[],"(18, 20]",Jr,FALSE,1,"['Python', 'full_stack', 'cloud']",4-7,intro workshops!,['technology']
3ed199072ab010ae370a9cbe42e1fa41,Texas A&M University,,['Computer Science & Engineering'],['Statistics'],"(15, 18]",Fr,TRUE,0,[],0,Data Science 101,[]
046ca6fe21961c1ed5a4269468fcd2d6,Texas A&M University,,['Landscape Architecture & Urban Planning'],[],"(18, 20]",Jr,FALSE,2,"['Excel', 'Python', 'Pandas', 'cloud']",1-3,,[]
7aeeeb998b7dec75529c70c803c3ae53,Texas A&M University,,['Mechanical Engineering'],[],"(25, 30]",PhD,FALSE,2,"['Excel', 'Python', 'TensorFlow', 'Pandas', 'NumPy', 'Scikit-learn', 'MATLAB']",0,,[]
9ae3185a2e45aa3c877850b09ff5eb6b,Illinois Institute of Technology,,['Computer Science & Engineering'],['Applied Mathematics'],"(18, 20]",Jr,FALSE,1,"['Excel', 'Python', 'SQL', 'dev_ops']",0,Intro to Data science industry,[]
58da727fc35625ed79be7c473b5630f1,Washington University in St. Louis,,['Computer Science & Engineering'],['Chemistry'],"(18, 20]",Jr,FALSE,3,"['Excel', 'Python', 'TensorFlow', 'Pytorch', 'SQL', 'Pandas', 'NumPy', 'Scikit-learn', 'MATLAB', 'cloud']",0,,[]
41215be7ee85da8e4cf2263360cca771,University of Texas at Dallas,,['Data Science & Analytics'],['Mathematics'],"(18, 20]",Jr,FALSE,1,"['Excel', 'Python', 'R', 'NumPy', 'MATLAB']",0,,[]
dbf5aaaefeb5060d691274f78a8476a2,University of Texas at Dallas,,"['Data Science & Analytics', 'Mathematics']",[],"(18, 20]",Jr,FALSE,2,"['Python', 'Pytorch', 'R', 'SQL', 'Pandas', 'NumPy', 'Scikit-learn', 'MATLAB']",4-7,,[]
59cbc90fb1123e763bd3b7adef990d95,Texas A&M University,,['Management Information Systems'],[],"(22, 25]",Ma,FALSE,2,"['Python', 'TensorFlow', 'SQL', 'Pandas', 'NumPy', 'Scikit-learn']",0,"I think for most of the machine learning problems, the art of feature engineering is the key aspect. So I would like to have a workshop where feature engineering is shown on some real based unstructured data.","['technology', 'education', 'other']"
d2ca1e21b572408478a0561c7aeda36a,University of Houston,,['Electrical Engineering'],[],"(22, 25]",Ma,FALSE,0,"['Python', 'MATLAB']",1-3,,"['technology', 'education', 'healthcare', 'aerospace']"
9f61b3b9fefb155c4efa4c9ed9c9f931,University of Houston,,['Computer Science & Engineering'],['Mathematics'],"(20, 22]",Sr,FALSE,2,"['Python', 'SQL', 'full_stack']",4-7,,[]
c4256422c13bded43b00191de5f3a0fb,Texas A&M University,,['Statistics'],[],"(22, 25]",PhD,FALSE,4,"['Python', 'TensorFlow', 'Pytorch', 'R', 'SQL', 'Keras', 'Pandas', 'NumPy', 'Scikit-learn', 'MATLAB', 'cloud']",1-3,,"['technology', 'consulting']"
142bccab88fa5df1e981105658da4297,Other,Florida Polytechnic University,"['Business', 'Other']",[],"(22, 25]",Sr,TRUE,2,"['Excel', 'SQL']",0,,[]
4a446438491a29f1b730b2cd9c59e775,Texas A&M University,,['Industrial and/or Systems Engineering'],[],"(20, 22]",PhD,FALSE,3,"['Python', 'TensorFlow', 'R', 'Keras', 'Pandas', 'NumPy', 'Scikit-learn', 'MATLAB']",1-3,,"['technology', 'transportation', 'education', 'aerospace']"
ecd18bf59f0356e1064281c0f1a8b3f8,Texas A&M University,,"['Computer Science & Engineering', 'Petroleum Engineering']",[],"(25, 30]",Ma,FALSE,2,"['Python', 'TensorFlow', 'Pytorch', 'R', 'Keras', 'Pandas', 'NumPy', 'Scikit-learn', 'MATLAB', 'dev_ops', 'cloud']",0,,['technology']
df8442c57fecac0ad74c5f9d860e867f,Texas A&M University,,['Statistics'],['Computer Science & Engineering'],"(15, 18]",Fr,FALSE,0,['Python'],0,,"['technology', 'energy', 'consulting', 'finance']"
12b0ed4441d5c4ec9091669e3b5bee14,University of Minnesota - Twin Cities Campus,,['Computer Science & Engineering'],[],"(15, 18]",Fr,FALSE,1,[],0,"Data Science for Beginners, Web development for Beginners",['technology']
c27e9d06040c44517c938dc877204b01,Other,,['Mechanical Engineering'],['Computer Science & Engineering'],"(22, 25]",Fr,TRUE,2,"['Python', 'SQL', 'cloud']",0,,"['technology', 'aerospace']"
34f06c1b4fd7fb331a7a93ed7831a8e0,University of Southern California,,"['Biochemistry and Biophysics', 'Data Science & Analytics']",[],"(22, 25]",Ma,FALSE,4,"['Python', 'Tableau', 'TensorFlow', 'R', 'SQL', 'Keras', 'Pandas', 'NumPy', 'Scikit-learn', 'MATLAB', 'cloud']",1-3,,[]
6224e462f0e3f4e617fda0ffe910c6c0,Texas A&M University,,['Biomedical Engineering'],[],"(18, 20]",So,FALSE,2,"['Excel', 'Python', 'Pandas', 'MATLAB']",0,"neural networks intro
supervised learning",['healthcare']
b8f145bf6094485101fb3fb9113e8799,Texas A&M University,,"['Computer Science & Engineering', 'Electrical Engineering']",[],"(25, 30]",PhD,FALSE,2,[],1-3,,[]
56bf76db632df853a7022d53e15d6c3b,Texas A&M University,,['Computer Science & Engineering'],[],"(15, 18]",Fr,FALSE,2,"['Python', 'TensorFlow', 'Keras', 'Pandas', 'NumPy']",0,Reinforcement Learning.,"['technology', 'finance', 'aerospace']"
35093e7c7d5bdffb9f3b6dc4abd16487,Texas A&M University,,['Industrial and/or Systems Engineering'],['Mathematics'],"(20, 22]",Sr,FALSE,2,"['Excel', 'Python', 'R', 'Pandas', 'NumPy', 'MATLAB', 'dev_ops', 'cloud']",1-3,,"['technology', 'transportation']"
f4e6afed1e7f3759a1054cdac9d0ee32,Other,McMaster University,['Computer Science & Engineering'],['Business'],"(15, 18]",So,FALSE,1,"['Python', 'Pandas', 'NumPy', 'MATLAB', 'full_stack']",1-3,Machine Learning,['technology']
2e67cea193dda81b09d4f03d41abaf98,University of Texas at Austin,,"['Computer Science & Engineering', 'Mathematics']",['Economics'],"(18, 20]",Jr,FALSE,2,"['Excel', 'Python', 'SQL', 'Keras', 'Pandas', 'NumPy', 'Scikit-learn', 'MATLAB', 'full_stack', 'cloud']",4-7,NLP stuff would be fantastic,"['technology', 'consulting']"
2700f18f9c7323a5ebeeba57965afaf4,Texas A&M University,,['Computer Science & Engineering'],[],"(15, 18]",Fr,FALSE,0,"['Python', 'full_stack']",1-3,"Obviously the introductory stuff, but personally I think weather is very interesting, so perhaps some workshops around using datascience or machine learning to do calculations on climate or weather events would be really cool",['technology']
57ed16bc0e3e7ecc711ba2a4b253e949,Texas A&M University,,['Computer Science & Engineering'],['Mathematics'],"(18, 20]",Jr,FALSE,0,"['Excel', 'Python', 'NumPy', 'MATLAB']",1-3,,"['technology', 'transportation']"
701d736cb639866bc96bcab5c89525fa,Texas A&M University,,['Management Information Systems'],[],"(22, 25]",Ma,FALSE,2,"['Excel', 'Tableau', 'TensorFlow', 'Pytorch', 'R', 'SQL', 'Pandas', 'NumPy', 'Scikit-learn']",1-3,,[]
cf844a8a0f4119cb03b65a969b437114,Texas A&M University,,['Computer Science & Engineering'],[],"(15, 18]",Fr,FALSE,0,['Python'],0,,['technology']
be6adc881d7115612a8d63e569b3c492,Texas A&M University,,['Management Information Systems'],[],"(25, 30]",Ma,FALSE,1,[],1-3,,[]
920af208a828234c1cd6dd939e561dac,Oregon State University,,['Computer Science & Engineering'],['Data Science & Analytics'],"(18, 20]",Jr,FALSE,1,"['Excel', 'Python', 'SQL', 'full_stack', 'dev_ops']",0,,"['technology', 'education']"
88fef3fc32b511e206ae757343b412c9,Texas A&M University,,['Electronic Systems Engineering'],[],"(22, 25]",PhD,FALSE,2,[],1-3,,[]
0ceca8bc48fcc3ca68ce4c0ff7d481c1,Texas A&M University,,['Management Information Systems'],[],"(22, 25]",Ma,TRUE,2,"['Python', 'Tableau', 'SQL', 'Pandas', 'NumPy', 'Scikit-learn', 'cloud']",1-3,Company workshops wherein company representatives provide an insight into their ongoing projects is a treat.,"['technology', 'consulting', 'finance', 'education']"
31fb755d3025a784e3d58757f834ec64,Texas A&M University,,['Management Information Systems'],[],"(25, 30]",Ma,TRUE,1,"['Excel', 'Python', 'Tableau', 'R', 'SQL', 'Pandas', 'NumPy', 'MATLAB', 'dev_ops']",1-3,Data Science,"['technology', 'finance', 'healthcare', 'retail']"
ab442e3e64554d80ec4049ebc40db8bc,Texas A&M University,,['Computer Science & Engineering'],['Mathematics'],"(18, 20]",Jr,FALSE,1,"['Python', 'full_stack']",1-3,,[]
48398f543a6139aef1ee46ea91c11b88,Washington University in St. Louis,,['Computer Science & Engineering'],[],"(22, 25]",Ma,FALSE,2,"['Excel', 'Python', 'R', 'SQL', 'Keras', 'NumPy', 'MATLAB', 'cloud']",0,Tools (applications) that are popular for data science.,"['technology', 'finance']"
bd2544aac5fd4d940675f8fabb6738d1,Texas A&M University,,['Biomedical Engineering'],[],"(15, 18]",Fr,FALSE,1,['TensorFlow'],4-7,,[]
b8b6e85860e2554fea1dd2380010100a,Texas A&M University,,['Electrical Engineering'],['Computer Science & Engineering'],"(22, 25]",Ma,FALSE,2,"['Excel', 'Python', 'TensorFlow', 'SQL', 'Keras', 'Pandas', 'NumPy', 'Scikit-learn', 'MATLAB']",1-3,,[]
2cf4ed08290b14d43b05615b8f7c85e5,"University of Houston, Victoria",,['Computer Science & Engineering'],['Management Information Systems'],"(20, 22]",So,FALSE,1,"['Python', 'SQL']",0,,['technology']
464e6f465daca11c27ccbcd11808761f,Texas A&M International University,,['Computer Science & Engineering'],['Mathematics'],"(18, 20]",Jr,TRUE,1,"['Python', 'R', 'SQL', 'full_stack']",1-3,"Machine Learning, AI, Blockchain","['technology', 'consulting', 'finance']"
637df2d466af2d95197a107e58bc2757,Texas A&M University,,['Computer Science & Engineering'],[],"(15, 18]",Fr,FALSE,1,"['Excel', 'Python', 'SQL']",1-3,,['technology']
74ed594c3419add0fd919b2dfd1746bf,Texas A&M University,,['Computer Science & Engineering'],['Electrical Engineering'],"(25, 30]",PhD,TRUE,3,"['Python', 'TensorFlow', 'Pytorch', 'Keras', 'Pandas', 'NumPy', 'Scikit-learn', 'cloud']",1-3,Deep learning,"['technology', 'energy']"
4743750b7f2d1d3b3c83a5720bd1460f,United States Air Force Academy,,['Applied Mathematics'],['Other'],"(20, 22]",Sr,FALSE,2,"['Python', 'R', 'Pandas', 'NumPy', 'Scikit-learn', 'MATLAB']",1-3,,[]
23f6b986171afefe9595c266467787a4,Texas A&M University,,['Computer Science & Engineering'],[],"(15, 18]",Fr,FALSE,0,[],0,,[]
ccea99a8218804c786fb0b9952ca1029,Texas A&M University,,['Aerospace Engineering'],['Computer Science & Engineering'],"(30, 50]",Sr,FALSE,1,"['Excel', 'Python', 'SQL', 'Pandas', 'NumPy', 'Scikit-learn', 'MATLAB', 'full_stack', 'dev_ops']",1-3,Data visualization,"['technology', 'aerospace']"
6c40f72f5849ba60ace2da5a06cee15f,Texas A&M University,,['Management Information Systems'],['Other'],"(18, 20]",So,FALSE,0,[],0,,['other']
51c877645871c883837771f6f767b01b,Texas A&M University,,"['Applied Mathematics', 'Computer Science & Engineering']",[],"(22, 25]",Sr,FALSE,2,"['Python', 'R', 'SQL', 'Pandas', 'NumPy']",1-3,Machine Learning and Computer Vision workshop,"['technology', 'energy', 'finance', 'healthcare', 'aerospace']"
7f1cb9378a5e3a046951243cecd89ef6,Texas A&M University,,['Analytics'],['Analytics'],"(30, 50]",Ma,FALSE,3,"['Excel', 'Python', 'Tableau', 'TensorFlow', 'R', 'SQL', 'Keras', 'Pandas', 'NumPy', 'Scikit-learn']",0,,[]
e9433a7c0dc73595d6b8e84d585df4bc,Rice University,,['Computer Science & Engineering'],['Business'],"(15, 18]",So,FALSE,1,"['Excel', 'Python', 'NumPy']",1-3,,[]
58696151ff09f687948b464a2e918cae,University of Arizona,,['Construction Science'],[],"(15, 18]",Fr,FALSE,1,[],0,,[]
1e17e0323bbfc51dc8fdd13c23d3581c,Johns Hopkins University,,['Industrial and/or Systems Engineering'],[],"(22, 25]",Ma,FALSE,2,"['Python', 'MATLAB']",0,,[]
5ac19d320bf58a5a1bf14056244d6c9b,Carthage College,,['Economics'],['Data Science & Analytics'],"(18, 20]",Jr,TRUE,1,"['Excel', 'Tableau']",0,"Networking, resume writing, finding jobs in data science","['consulting', 'finance']"
e2ff1f75d69486dabccfe24a81087f8f,North Carolina State University,,['Industrial and/or Systems Engineering'],"['Business', 'Statistics']","(18, 20]",So,FALSE,2,"['Excel', 'Python', 'R']",0,,"['technology', 'energy', 'finance', 'healthcare']"
396e6210bdd45dbfe4bafb7a1cba1ced,Texas A&M University,,['Computer Science & Engineering'],[],"(20, 22]",Sr,FALSE,2,"['Excel', 'Python', 'R', 'Pandas', 'NumPy', 'MATLAB']",0,,"['technology', 'finance', 'sports', 'healthcare']"
efa11759192e469062f71e9344b133f7,University of Texas at Dallas,,['Computer Science & Engineering'],['Finance'],"(18, 20]",So,FALSE,1,[],4-7,,[]
81f5e10789c7deeb47e9404aa86630d7,Texas A&M University,,['Computer Science & Engineering'],[],"(15, 18]",Fr,FALSE,1,"['Python', 'Pandas', 'NumPy']",0,It'd be cool to see workshops on UI design and database management.,"['technology', 'finance']"
c4c7624f0ddf2e5c25a03e114926a456,University of Texas at Dallas,,['Computer Science & Engineering'],[],"(15, 18]",Fr,FALSE,1,"['Python', 'SQL']",0,,['technology']
bfb9bb9b93f4e1620c4f4b703d459ce5,Texas A&M University,,['Electrical Engineering'],['Mathematics'],"(18, 20]",So,FALSE,0,"['Excel', 'Python']",1-3,"Beginner workshops on how to get started with data science if you've never had any exposure. Also, maybe a workshop on different programs or activities to stay involved with what we learn at the Datathon. In the past, I learned a lot at hackathons but I didn't know what next steps to take to keep developing my skills after the event was over. It would be helpful to have a class on tools we can use to continue learning and practicing.","['healthcare', 'aerospace']"
1d30736e544c2d3645c44c9b6fa7c3fc,"University of Houston, Downtown",,['Data Science & Analytics'],['Mathematics'],"(20, 22]",Sr,TRUE,3,"['Pytorch', 'R', 'SQL', 'Pandas', 'NumPy']",4-7,Topic of transformers for Natural Language Processing or a talk on the recent progress in Graph Neural Networks,"['technology', 'healthcare']"
df2510f6ebd2a628e5a290c80979715c,Texas A&M University,,"['Business', 'Management Information Systems']",[],"(18, 20]",Jr,FALSE,1,"['Excel', 'Python', 'cloud']",1-3,,"['technology', 'energy', 'education']"
a44d14c8d504be4e17af5c17c88c6501,Texas A&M University,,['Computer Science & Engineering'],[],"(15, 18]",Fr,FALSE,2,['Python'],0,,['technology']
b706fe6e4cc1daeff32c340c00afa1fb,Texas A&M University,,['Chemical Engineering'],['Chemistry'],"(20, 22]",Sr,FALSE,1,"['Excel', 'MATLAB']",0,,[]
830fb05ce908650f317683055e697774,Texas A&M University,,['Biomedical Sciences'],[],"(22, 25]",Ma,FALSE,1,"['R', 'cloud']",0,introduction to data science in python,"['technology', 'consulting', 'healthcare', 'public_policy']"
75c843517ed3c98fe84187b8cf31a106,Texas A&M University,,['Computer Science & Engineering'],['Other'],"(18, 20]",Jr,FALSE,2,[],1-3,Workshops on machine learning tools/artificial intelligence,['technology']
c5d6368565995fd35559a36c2edaceb0,Texas A&M University,,['Industrial and/or Systems Engineering'],['Data Science & Analytics'],"(25, 30]",Ma,FALSE,3,"['Python', 'Tableau', 'TensorFlow', 'Pytorch', 'R', 'SQL', 'Pandas', 'NumPy', 'Scikit-learn', 'cloud']",0,,"['technology', 'energy', 'consulting', 'finance', 'healthcare', 'insurance', 'retail']"
2ab17c38d0a809bef91e84cbec5daf3a,Texas A&M University,,['Management Information Systems'],[],"(25, 30]",Ma,FALSE,1,"['Excel', 'Python', 'Tableau', 'R', 'SQL']",0,Data science and Machine Learning,['technology']
888a1d69ae39b7322742e4942a818762,Other,Universidad Nacional de Ingeniería,['Mechanical Engineering'],[],"(20, 22]",Jr,TRUE,2,[],0,Where talks about techniques of data science,['healthcare']
60337dcdd9050a2021d00839ac1aa6f9,Texas A&M University,,['Computer Science & Engineering'],[],"(25, 30]",Sr,FALSE,2,"['Python', 'R', 'SQL']",1-3,,['technology']
fa261945b30f4418ad57d9f815871c5a,Boise State University,,['Business'],['Computer Science & Engineering'],"(30, 50]",Sr,FALSE,2,"['Excel', 'full_stack', 'cloud']",1-3,Starting projects from scratch in Python and other more modern languages/frameworks/tools etc.,['technology']
4ac5a4eb8a6a02e5a02a92242df8020a,Texas A&M University,,['Computer Science & Engineering'],[],"(22, 25]",Ma,FALSE,1,"['Python', 'TensorFlow', 'Pytorch', 'Keras', 'Pandas', 'NumPy', 'Scikit-learn', 'MATLAB']",1-3,,['technology']
f630611890e65687465ff2e911f1b173,Texas A&M University,,['Computer Science & Engineering'],[],"(22, 25]",Ma,FALSE,2,"['Python', 'full_stack', 'cloud']",1-3,,"['technology', 'consulting', 'finance']"
42a4bab7dfabeb21d356cffc3681eb3e,Texas A&M University,,['Electrical Engineering'],[],"(22, 25]",Ma,FALSE,0,"['Python', 'Pandas', 'NumPy', 'MATLAB']",0,,[]
8aad0f911e61a6915886c34e3e8ca835,State University of New York at Buffalo,,['Computer Science & Engineering'],[],"(20, 22]",Ma,FALSE,1,[],1-3,,[]
751b60f27282714f2646aaa3a62debad,University of Houston,,['Computer Science & Engineering'],"['Business', 'Mathematics']","(18, 20]",Jr,TRUE,2,"['Python', 'Tableau', 'TensorFlow', 'SQL', 'Pandas', 'NumPy', 'Scikit-learn']",1-3,,[]
815ee1018d99450e4047fac5c9be8547,Texas A&M University,,['Statistics'],['Computer Science & Engineering'],"(18, 20]",So,FALSE,2,"['Excel', 'R']",0,,"['technology', 'energy']"
7b94b063b21901a1656fc689e12ed104,Texas A&M University - Galveston,,['Mechanical Engineering'],[],"(15, 18]",Fr,TRUE,1,['Python'],0,,['technology']
0840c6d0fac457e7ed8839a3245b55be,Texas A&M University,,['Computer Science & Engineering'],[],"(18, 20]",So,TRUE,1,[],0,,[]
2cb386552ed0ce4b84a91868caeb4eeb,University of Illinois at Chicago,,['Computer Science & Engineering'],['Management Information Systems'],"(18, 20]",Jr,FALSE,0,"['Excel', 'Python', 'SQL']",0,,[]
b72587ce99a065067a775f9af6ac5e0e,Texas A&M University,,['Neuroscience'],[],"(15, 18]",Fr,TRUE,1,['Excel'],0,,"['technology', 'healthcare']"
20545f6fdb1f142cab9afbe616d69747,California Institute of Technology,,['Computer Science & Engineering'],['Data Science & Analytics'],"(20, 22]",Jr,FALSE,2,"['Excel', 'Python', 'TensorFlow', 'Pytorch', 'R', 'SQL', 'Keras', 'Pandas', 'NumPy', 'Scikit-learn', 'MATLAB', 'full_stack', 'cloud']",1-3,"I want to have opportunities to meet industry veterans in AI and in finance. Hence Google Brain, RenTech, Janestreet workshops would be nice.",['technology']
323142c232f48a4640273a3f098a399a,Texas A&M University,,"['Industrial and/or Systems Engineering', 'Mathematics']","['Computer Science & Engineering', 'Physics']","(15, 18]",Fr,FALSE,0,"['Excel', 'Python']",0,,"['technology', 'education', 'public_policy']"
59a4e321b38b8b274eecb8d787ea7811,Texas A&M University,,['Computer Science & Engineering'],['Statistics'],"(18, 20]",Jr,TRUE,2,"['Python', 'R', 'Scikit-learn', 'cloud']",0,,"['technology', 'consulting', 'public_policy']"
b04d6673106bf1fba32bb8a1fa90b9b2,Texas A&M University,,['Nuclear Engineering'],[],"(15, 18]",Fr,FALSE,1,['Python'],0,"Program Design in Python, Problem Solving in Python","['technology', 'energy', 'public_policy']"
ccfde3317e27fda0ca6e9274ee5dfea9,Texas A&M University,,['Computer Science & Engineering'],['Statistics'],"(18, 20]",Jr,FALSE,1,"['Python', 'R', 'SQL', 'Pandas', 'MATLAB']",0,,['technology']
47964ca3789072da791f3c709c2106be,Texas A&M University,,['Applied Mathematics'],[],"(30, 50]",PhD,FALSE,2,[],0,,"['technology', 'energy', 'finance', 'education', 'healthcare', 'aerospace', 'insurance']"
2dd78b72fcbb0248721155521b22591a,Texas A&M University,,['Computer Science & Engineering'],[],"(18, 20]",So,FALSE,0,"['Excel', 'Python', 'MATLAB']",1-3,,"['technology', 'consulting']"
e2993f852f4b692040b15e1c2725014e,Texas A&M University,,['Analytics'],[],"(25, 30]",Ma,FALSE,1,['Excel'],0,,[]
9f8408efb4ee5360f4cade4b127924b1,Texas A&M University,,['Computer Science & Engineering'],['Business'],"(18, 20]",Jr,FALSE,0,[],0,,[]
316719497af4bbf749b5e61d0e5f6de2,Texas A&M University,,['Biomedical Engineering'],[],"(18, 20]",So,FALSE,2,"['Excel', 'Python', 'cloud']",0,,[]
8516850a487ffee09db2f336b1d698af,Other,Universiti Tunku Abdul Rahman,['Applied Mathematics'],['Analytics'],"(20, 22]",Sr,FALSE,2,"['Excel', 'Python', 'TensorFlow', 'Pytorch', 'R', 'SQL', 'Keras', 'Pandas', 'NumPy', 'Scikit-learn', 'cloud']",1-3,,"['technology', 'consulting', 'finance', 'healthcare']"
e54bd0627c3049c6557ab1ad4b55768a,Texas A&M University,,['Mechanical Engineering'],['Computer Science & Engineering'],"(18, 20]",Sr,FALSE,2,"['Python', 'Pandas', 'NumPy', 'MATLAB']",1-3,,"['technology', 'transportation', 'aerospace']"
e7d83acd0033eecbf13d9b3027111641,Texas A&M University,,['Computer Science & Engineering'],['Mathematics'],"(18, 20]",So,FALSE,1,"['Excel', 'Python', 'R', 'Pandas', 'NumPy']",1-3,Machine Learning,"['technology', 'consulting']"
ccccdc77324c2be231cf43e6050c89f5,Texas A&M University,,['Computer Science & Engineering'],['Statistics'],"(20, 22]",Jr,FALSE,3,"['Excel', 'Python', 'R', 'SQL', 'Pandas', 'NumPy', 'cloud']",1-3,,[]
d3f44cee9dfa891f0f23874efd9c56c5,Texas A&M University,,['Statistics'],[],"(25, 30]",Ma,FALSE,4,"['Excel', 'Python', 'Tableau', 'R', 'SQL', 'Pandas', 'NumPy', 'Scikit-learn', 'cloud']",0,,[]
b14013a4b7e0e567538e986f556df0b8,Other,"Universiti Tunku Abdul Rahman, Malaysia",['Computer Science & Engineering'],[],"(18, 20]",Sr,FALSE,1,"['Python', 'SQL', 'Pandas', 'NumPy', 'Scikit-learn']",0,,[]
c08c427ab87ef00a084b7d64c50cedae,Texas A&M University,,['Material Science'],[],"(18, 20]",Jr,TRUE,2,"['Excel', 'Python', 'Pandas', 'NumPy']",0,Training videos on different levels of machine learning and data science. Common mistakes and questions and anything that may be helpful to both new and experienced students.,"['technology', 'education', 'healthcare', 'insurance', 'public_policy']"
9799f9311b2659324bbf63cc66523e01,Boise State University,,['Computer Science & Engineering'],[],"(18, 20]",So,FALSE,3,"['Python', 'Pandas', 'Scikit-learn', 'cloud']",0,,"['technology', 'energy', 'finance', 'healthcare', 'other']"
6e9d5d997c90c3d98cd06aa4388bd1ff,Texas A&M University,,['Architecture'],[],"(30, 50]",PhD,FALSE,2,[],0,,[]
2c5ccd6392b1fc49bc25d6aa385fad40,Texas A&M University,,['Computer Science & Engineering'],['Aerospace Engineering'],"(18, 20]",So,FALSE,2,"['Excel', 'Python', 'Pandas', 'full_stack']",4-7,,[]
2aa222cd79a49e1fa06585f809086b6e,Texas A&M University,,['Computer Science & Engineering'],[],"(22, 25]",Ma,FALSE,2,"['Python', 'TensorFlow', 'Keras', 'Pandas', 'NumPy', 'Scikit-learn']",0,,"['technology', 'consulting', 'finance', 'education', 'healthcare', 'insurance']"
324532fc0976eb39e0969f7d6679cd56,Texas A&M University,,['Computer Science & Engineering'],['Business'],"(22, 25]",Sr,FALSE,1,"['Excel', 'R', 'SQL', 'dev_ops']",1-3,,[]
74ee087b24a0a682f829b2c2532755b1,Texas A&M University,,"['Biomedical Engineering', 'Electrical Engineering']",[],"(25, 30]",O,FALSE,4,"['Python', 'R', 'Pandas', 'NumPy', 'Scikit-learn', 'MATLAB']",0,Keras/Tensorflow and machine learning with Python.,"['technology', 'energy', 'aerospace']"
4febfbdbfb48186fca47bb555edd9aa0,Other,Universidad nacional de Ingeniería,['Other'],[],"(20, 22]",O,FALSE,0,[],0,,[]
9e014f3f6458eed990a1c140e3e95679,Boise State University,,['Computer Science & Engineering'],[],"(22, 25]",Sr,TRUE,1,[],0,,[]
a53b60ee2f09156408b0279dc045eece,Texas A&M University,,['Civil Engineering'],['Civil Engineering'],"(30, 50]",PhD,FALSE,3,"['Excel', 'Python', 'TensorFlow', 'R', 'SQL', 'Keras', 'Pandas', 'NumPy', 'Scikit-learn', 'MATLAB']",1-3,cloud services,"['technology', 'energy', 'consulting', 'finance', 'transportation', 'insurance', 'retail']"
118b7ae588182db5b311bb48da1fd80d,Other,Makerere University,['Computer Science & Engineering'],"['Management Information Systems', 'Visualization']","(22, 25]",Sr,FALSE,2,"['Excel', 'Python', 'Tableau', 'SQL', 'Pandas', 'NumPy', 'Scikit-learn']",1-3,Data analysis and machine learning,"['technology', 'healthcare']"
b225962d3494d6df475bcb082c03f1b4,Other,Ryerson University,['Computer Science & Engineering'],['Economics'],"(25, 30]",Ma,FALSE,3,"['Python', 'TensorFlow', 'Pytorch', 'Keras', 'Pandas', 'NumPy', 'Scikit-learn', 'full_stack', 'cloud']",1-3,How to do NLP for songwriting.,"['technology', 'other']"
6f0f0a39df421380de14a3388de12255,Texas A&M University,,['Statistics'],['Mathematics'],"(18, 20]",Jr,FALSE,2,"['Excel', 'Python', 'R']",1-3,I would love to hear from somebody in the sports analytics field!,"['technology', 'energy', 'finance', 'sports', 'healthcare', 'aerospace']"
a659c50f90d3423096cb838829e55445,University of Texas at Austin,,['Computer Science & Engineering'],[],"(18, 20]",So,TRUE,1,"['Python', 'SQL', 'Keras', 'Pandas', 'NumPy', 'Scikit-learn', 'MATLAB', 'full_stack', 'cloud']",10+,How to get started in data science,[]
8cbb08deac957c85cc1ec40f5793d629,Texas A&M University,,['Computer Science & Engineering'],[],"(20, 22]",Jr,FALSE,1,"['Excel', 'Python', 'NumPy', 'MATLAB']",0,,['technology']
d73f60c7ed1cbc18f0679cbbe3713055,Texas A&M University,,['Computer Science & Engineering'],[],"(15, 18]",Fr,FALSE,0,['Python'],0,,[]
56d43c838e56e2d5086d337895d85c0d,Texas A&M University,,['Agricultural Economics'],[],"(25, 30]",PhD,FALSE,1,"['Excel', 'Python', 'R', 'Pandas', 'NumPy', 'MATLAB']",0,,"['public_policy', 'other']"
56e05ead2bb427da5036e894ab66e9af,Texas A&M University,,['Electrical Engineering'],['Computer Science & Engineering'],"(18, 20]",Sr,FALSE,2,"['Excel', 'Python', 'TensorFlow', 'SQL', 'Keras', 'Pandas', 'NumPy', 'Scikit-learn', 'cloud']",1-3,,[]
